Date,GV6_0025,IGN-GV6_0006,GV6_0010
2021-09-01T12:49:42.000Z,1015.18,,
2021-09-01T12:59:42.000Z,1015.051,,
2021-09-01T13:09:42.000Z,1015.002,,
2021-09-01T13:19:42.000Z,1015.103,,
2021-09-01T13:29:42.000Z,1014.88,,
2021-09-01T13:39:42.000Z,1014.769,,
2021-09-01T13:49:42.000Z,1014.647,,
2021-09-01T13:59:42.000Z,1014.581,,
2021-09-01T14:09:42.000Z,1014.509,,
2021-09-01T14:19:42.000Z,1014.374,,
2021-09-01T14:29:42.000Z,1014.28,,
2021-09-01T14:39:42.000Z,1014.061,,
2021-09-01T14:59:42.000Z,1013.892,,
2021-09-01T15:09:42.000Z,1013.847,,
2021-09-01T15:19:42.000Z,1013.719,,
2021-09-01T15:29:42.000Z,1013.708,,
2021-09-01T15:39:42.000Z,1013.567,,
2021-09-01T15:49:42.000Z,1013.44,,
2021-09-01T15:59:42.000Z,1013.319,,
2021-09-01T16:09:42.000Z,1013.274,,
2021-09-01T16:19:42.000Z,1013.278,,
2021-09-01T16:29:42.000Z,1013.15,,
2021-09-01T16:39:42.000Z,1013.176,,
2021-09-01T16:49:42.000Z,1013.171,,
2021-09-01T16:59:42.000Z,1013.14,,
2021-09-01T17:09:42.000Z,1013.1,,
2021-09-01T17:19:42.000Z,1013.085,,
2021-09-01T17:29:42.000Z,1012.999,,
2021-09-01T17:39:42.000Z,1013.072,,
2021-09-01T17:49:42.000Z,1013.011,,
2021-09-01T17:59:42.000Z,1013.155,,
2021-09-01T18:09:42.000Z,1013.153,,
2021-09-01T18:19:42.000Z,1013.217,,
2021-09-01T18:29:42.000Z,1013.309,,
2021-09-01T18:39:42.000Z,1013.482,,
2021-09-01T18:49:42.000Z,1013.701,,
2021-09-01T18:59:42.000Z,1013.835,,
2021-09-01T19:09:42.000Z,1013.894,,
2021-09-01T19:19:42.000Z,1014.001,,
2021-09-01T19:29:42.000Z,1014.135,,
2021-09-01T19:39:42.000Z,1014.282,,
2021-09-01T19:49:42.000Z,1014.428,,
2021-09-01T19:59:42.000Z,1014.56,,
2021-09-01T20:09:42.000Z,1014.665,,
2021-09-01T20:19:42.000Z,1014.693,,
2021-09-01T20:29:42.000Z,1014.668,,
2021-09-01T20:39:42.000Z,1014.657,,
2021-09-01T20:49:42.000Z,1014.708,,
2021-09-01T20:59:42.000Z,1014.586,,
2021-09-01T21:09:42.000Z,1014.668,,
2021-09-01T21:19:42.000Z,1014.687,,
2021-09-01T21:29:42.000Z,1014.77,,
2021-09-01T21:39:42.000Z,1014.781,,
2021-09-01T21:49:42.000Z,1014.833,,
2021-09-01T21:59:42.000Z,1014.815,,
2021-09-01T22:09:42.000Z,1014.835,,
2021-09-01T22:19:42.000Z,1014.764,,
2021-09-01T22:29:42.000Z,1014.749,,
2021-09-01T22:39:42.000Z,1014.826,,
2021-09-01T22:49:42.000Z,1014.782,,
2021-09-01T22:59:42.000Z,1014.839,,
2021-09-01T23:09:42.000Z,1014.628,,
2021-09-01T23:19:42.000Z,1014.586,,
2021-09-01T23:29:42.000Z,1014.56,,
2021-09-01T23:39:42.000Z,1014.576,,
2021-09-01T23:49:42.000Z,1014.56,,
2021-09-01T23:59:42.000Z,1014.498,,
2021-09-02T00:09:42.000Z,1014.476,,
2021-09-02T00:19:42.000Z,1014.467,,
2021-09-02T00:29:42.000Z,1014.33,,
2021-09-02T00:39:42.000Z,1014.271,,
2021-09-02T00:49:42.000Z,1014.217,,
2021-09-02T00:59:42.000Z,1014.213,,
2021-09-02T01:09:42.000Z,1014.26,,
2021-09-02T01:19:42.000Z,1014.305,,
2021-09-02T01:29:42.000Z,1014.205,,
2021-09-02T01:39:42.000Z,1014.09,,
2021-09-02T01:49:42.000Z,1014,,
2021-09-02T01:59:42.000Z,1014.003,,
2021-09-02T02:09:42.000Z,1014.041,,
2021-09-02T02:19:42.000Z,1013.922,,
2021-09-02T02:29:42.000Z,1013.793,,
2021-09-02T02:39:42.000Z,1013.813,,
2021-09-02T02:49:42.000Z,1013.631,,
2021-09-02T02:59:42.000Z,1013.663,,
2021-09-02T03:09:42.000Z,1013.585,,
2021-09-02T03:19:42.000Z,1013.66,,
2021-09-02T03:29:42.000Z,1013.59,,
2021-09-02T03:39:42.000Z,1013.466,,
2021-09-02T03:49:42.000Z,1013.396,,
2021-09-02T03:59:42.000Z,1013.307,,
2021-09-02T04:09:42.000Z,1013.43,,
2021-09-02T04:19:42.000Z,1013.607,,
2021-09-02T04:29:42.000Z,1013.528,,
2021-09-02T04:39:42.000Z,1013.538,,
2021-09-02T04:49:42.000Z,1013.583,,
2021-09-02T04:59:42.000Z,1013.525,,
2021-09-02T05:09:42.000Z,1013.532,,
2021-09-02T05:19:42.000Z,1013.363,,
2021-09-02T05:29:42.000Z,1013.272,,
2021-09-02T05:39:42.000Z,1013.136,,
2021-09-02T05:49:42.000Z,1013.25,,
2021-09-02T05:59:42.000Z,1013.239,,
2021-09-02T06:09:42.000Z,1013.174,,
2021-09-02T06:19:42.000Z,1013.322,,
2021-09-02T06:29:42.000Z,1013.334,,
2021-09-02T06:39:42.000Z,1013.373,,
2021-09-02T06:49:42.000Z,1013.45,,
2021-09-02T06:59:42.000Z,1013.35,,
2021-09-02T07:09:42.000Z,1013.308,,
2021-09-02T07:19:42.000Z,1013.664,,
2021-09-02T07:29:42.000Z,1013.622,,
2021-09-02T07:39:42.000Z,1013.55,,
2021-09-02T07:49:42.000Z,1013.399,,
2021-09-02T07:59:42.000Z,1013.317,,
2021-09-02T08:09:42.000Z,1013.383,,
2021-09-02T08:19:42.000Z,1013.274,,
2021-09-02T08:29:42.000Z,1013.212,,
2021-09-02T08:39:42.000Z,1013.073,,
2021-09-02T08:49:42.000Z,1013.005,,
2021-09-02T08:59:42.000Z,1012.903,,
2021-09-02T09:09:42.000Z,1012.912,,
2021-09-02T09:19:42.000Z,1012.973,,
2021-09-02T09:29:42.000Z,1012.732,,
2021-09-02T09:39:42.000Z,1012.576,,
2021-09-02T09:49:42.000Z,1012.616,,
2021-09-02T09:59:42.000Z,1012.542,,
2021-09-02T10:09:42.000Z,1012.475,,
2021-09-02T10:19:42.000Z,1012.506,,
2021-09-02T10:29:42.000Z,1012.335,,
2021-09-02T10:39:42.000Z,1012.228,,
2021-09-02T10:49:42.000Z,1012.257,,
2021-09-02T10:59:42.000Z,1012.276,,
2021-09-02T11:09:42.000Z,1012.287,,
2021-09-02T11:19:42.000Z,1012.32,,
2021-09-02T11:29:42.000Z,1012.299,,
2021-09-02T11:39:42.000Z,1012.291,,
2021-09-02T11:49:42.000Z,1012.216,,
2021-09-02T11:59:42.000Z,1012.095,,
2021-09-02T12:09:42.000Z,1011.959,,
2021-09-02T12:19:42.000Z,1011.865,,
2021-09-02T12:29:42.000Z,1011.82,,
2021-09-02T12:39:42.000Z,1011.76,,
2021-09-02T12:49:42.000Z,1011.608,,
2021-09-02T12:59:42.000Z,1011.635,,
2021-09-02T13:09:42.000Z,1011.491,,
2021-09-02T13:19:42.000Z,1011.471,,
2021-09-02T13:29:42.000Z,1011.268,,
2021-09-02T13:39:42.000Z,1011.188,,
2021-09-02T13:49:42.000Z,1011.042,,
2021-09-02T13:59:42.000Z,1010.875,,
2021-09-02T14:09:42.000Z,1010.854,,
2021-09-02T14:19:42.000Z,1010.749,,
2021-09-02T14:29:42.000Z,1010.565,,
2021-09-02T14:39:42.000Z,1010.56,,
2021-09-02T14:49:42.000Z,1010.341,,
2021-09-02T14:59:42.000Z,1010.25,,
2021-09-02T15:09:42.000Z,1010.085,,
2021-09-02T15:19:42.000Z,1009.934,,
2021-09-02T15:29:42.000Z,1009.799,,
2021-09-02T15:39:42.000Z,1009.811,,
2021-09-02T15:49:42.000Z,1009.689,,
2021-09-02T15:59:42.000Z,1009.53,,
2021-09-02T16:09:42.000Z,1009.448,,
2021-09-02T16:19:42.000Z,1009.447,,
2021-09-02T16:29:42.000Z,1009.401,,
2021-09-02T16:39:42.000Z,1009.288,,
2021-09-02T16:49:42.000Z,1009.192,,
2021-09-02T16:59:42.000Z,1009.153,,
2021-09-02T17:09:42.000Z,1009.063,,
2021-09-02T17:19:42.000Z,1009.013,,
2021-09-02T17:29:42.000Z,1009.017,,
2021-09-02T17:39:42.000Z,1008.977,,
2021-09-02T17:49:42.000Z,1008.953,,
2021-09-02T17:59:42.000Z,1009.035,,
2021-09-02T18:09:42.000Z,1008.979,,
2021-09-02T18:19:42.000Z,1009.021,,
2021-09-02T18:29:42.000Z,1009.117,,
2021-09-02T18:39:42.000Z,1009.269,,
2021-09-02T18:49:42.000Z,1009.419,,
2021-09-02T18:59:42.000Z,1009.533,,
2021-09-02T19:09:42.000Z,1009.647,,
2021-09-02T19:19:42.000Z,1009.802,,
2021-09-02T19:29:42.000Z,1009.89,,
2021-09-02T19:39:42.000Z,1009.929,,
2021-09-02T19:49:42.000Z,1009.841,,
2021-09-02T19:59:42.000Z,1009.867,,
2021-09-02T20:09:42.000Z,1009.858,,
2021-09-02T20:19:42.000Z,1009.755,,
2021-09-02T20:29:42.000Z,1009.735,,
2021-09-02T20:39:42.000Z,1009.714,,
2021-09-02T20:49:42.000Z,1009.687,,
2021-09-02T20:59:42.000Z,1009.6,,
2021-09-02T21:09:42.000Z,1009.653,,
2021-09-02T21:19:42.000Z,1009.747,,
2021-09-02T21:29:42.000Z,1009.793,,
2021-09-02T21:39:42.000Z,1009.733,,
2021-09-02T21:49:42.000Z,1009.729,,
2021-09-02T21:59:42.000Z,1009.765,,
2021-09-02T22:09:42.000Z,1009.733,,
2021-09-02T22:19:42.000Z,1009.796,,
2021-09-02T22:29:42.000Z,1009.715,,
2021-09-02T22:39:42.000Z,1009.687,,
2021-09-02T22:49:42.000Z,1009.592,,
2021-09-02T22:59:42.000Z,1009.633,,
2021-09-02T23:09:42.000Z,1009.599,,
2021-09-02T23:19:42.000Z,1009.554,,
2021-09-02T23:29:42.000Z,1009.594,,
2021-09-02T23:39:42.000Z,1009.567,,
2021-09-02T23:49:42.000Z,1009.475,,
2021-09-02T23:59:42.000Z,1009.35,,
2021-09-03T00:09:42.000Z,1009.316,,
2021-09-03T00:19:42.000Z,1009.259,,
2021-09-03T00:29:42.000Z,1009.201,,
2021-09-03T00:39:42.000Z,1009.172,,
2021-09-03T00:49:42.000Z,1009.046,,
2021-09-03T00:59:42.000Z,1008.946,,
2021-09-03T01:09:42.000Z,1008.847,,
2021-09-03T01:19:42.000Z,1008.765,,
2021-09-03T01:29:42.000Z,1008.7,,
2021-09-03T01:39:42.000Z,1008.677,,
2021-09-03T01:49:42.000Z,1008.653,,
2021-09-03T01:59:42.000Z,1008.682,,
2021-09-03T02:09:42.000Z,1008.529,,
2021-09-03T02:19:42.000Z,1008.496,,
2021-09-03T02:29:42.000Z,1008.518,,
2021-09-03T02:39:42.000Z,1008.634,,
2021-09-03T02:49:42.000Z,1008.434,,
2021-09-03T02:59:42.000Z,1008.402,,
2021-09-03T03:09:42.000Z,1008.367,,
2021-09-03T03:19:42.000Z,1008.303,,
2021-09-03T03:29:42.000Z,1008.318,,
2021-09-03T03:39:42.000Z,1008.172,,
2021-09-03T03:49:42.000Z,1008.163,,
2021-09-03T03:59:42.000Z,1008.448,,
2021-09-03T04:09:42.000Z,1008.26,,
2021-09-03T04:19:42.000Z,1008.317,,
2021-09-03T04:29:42.000Z,1008.292,,
2021-09-03T04:39:42.000Z,1008.231,,
2021-09-03T04:49:42.000Z,1008.299,,
2021-09-03T04:59:42.000Z,1008.195,,
2021-09-03T05:09:42.000Z,1008.11,,
2021-09-03T05:19:42.000Z,1008.021,,
2021-09-03T05:29:42.000Z,1008.082,,
2021-09-03T05:39:42.000Z,1008.091,,
2021-09-03T05:49:42.000Z,1008.099,,
2021-09-03T05:59:42.000Z,1008.189,,
2021-09-03T06:09:42.000Z,1008.193,,
2021-09-03T06:19:42.000Z,1008.342,,
2021-09-03T06:29:42.000Z,1008.251,,
2021-09-03T06:39:42.000Z,1008.157,,
2021-09-03T06:49:42.000Z,1008.109,,
2021-09-03T06:59:42.000Z,1008.261,,
2021-09-03T07:09:42.000Z,1008.275,,
2021-09-03T07:19:42.000Z,1008.208,,
2021-09-03T07:29:42.000Z,1008.125,,
2021-09-03T07:39:42.000Z,1008.139,,
2021-09-03T07:49:42.000Z,1008.118,,
2021-09-03T07:59:42.000Z,1007.994,,
2021-09-03T08:09:42.000Z,1008.056,,
2021-09-03T08:19:42.000Z,1008.063,,
2021-09-03T08:29:42.000Z,1007.999,,
2021-09-03T08:39:42.000Z,1007.967,,
2021-09-03T08:49:42.000Z,1007.927,,
2021-09-03T08:59:42.000Z,1007.838,,
2021-09-03T09:09:42.000Z,1007.919,,
2021-09-03T09:19:42.000Z,1007.969,,
2021-09-03T09:29:42.000Z,1007.954,,
2021-09-03T09:39:42.000Z,1007.838,,
2021-09-03T09:49:42.000Z,1007.783,,
2021-09-03T09:59:42.000Z,1007.575,,
2021-09-03T10:09:42.000Z,1007.427,,
2021-09-03T10:19:42.000Z,1007.386,,
2021-09-03T10:29:42.000Z,1007.471,,
2021-09-03T10:39:42.000Z,1007.481,,
2021-09-03T10:49:42.000Z,1007.399,,
2021-09-03T10:59:42.000Z,1007.337,,
2021-09-03T11:09:42.000Z,1007.225,,
2021-09-03T11:19:42.000Z,1007.182,,
2021-09-03T11:29:42.000Z,1007.015,,
2021-09-03T11:39:42.000Z,1007.029,,
2021-09-03T11:49:42.000Z,1006.968,,
2021-09-03T11:59:42.000Z,1006.813,,
2021-09-03T12:09:42.000Z,1006.742,,
2021-09-03T12:19:42.000Z,1006.68,,
2021-09-03T12:29:42.000Z,1006.564,,
2021-09-03T12:39:42.000Z,1006.466,,
2021-09-03T12:49:42.000Z,1006.401,,
2021-09-03T12:59:42.000Z,1006.173,,
2021-09-03T13:09:42.000Z,1006.104,,
2021-09-03T13:19:42.000Z,1005.938,,
2021-09-03T13:29:42.000Z,1005.816,,
2021-09-03T13:39:42.000Z,1005.712,,
2021-09-03T13:49:42.000Z,1005.598,,
2021-09-03T13:59:42.000Z,1005.452,,
2021-09-03T14:09:42.000Z,1005.327,,
2021-09-03T14:19:42.000Z,1005.155,,
2021-09-03T14:29:42.000Z,1004.982,,
2021-09-03T14:39:42.000Z,1004.875,,
2021-09-03T14:49:42.000Z,1004.785,,
2021-09-03T14:59:42.000Z,1004.723,,
2021-09-03T15:09:42.000Z,1004.677,,
2021-09-03T15:19:42.000Z,1004.607,,
2021-09-03T15:29:42.000Z,1004.534,,
2021-09-03T15:39:42.000Z,1004.482,,
2021-09-03T15:49:42.000Z,1004.331,,
2021-09-03T15:59:42.000Z,1004.268,,
2021-09-03T16:09:42.000Z,1004.289,,
2021-09-03T16:19:42.000Z,1004.212,,
2021-09-03T16:29:42.000Z,1004.193,,
2021-09-03T16:39:42.000Z,1004.126,,
2021-09-03T16:49:42.000Z,1004.033,,
2021-09-03T16:59:42.000Z,1004.034,,
2021-09-03T17:09:42.000Z,1003.998,,
2021-09-03T17:19:42.000Z,1004.018,,
2021-09-03T17:29:42.000Z,1003.981,,
2021-09-03T17:39:42.000Z,1004.029,,
2021-09-03T17:49:42.000Z,1004.032,,
2021-09-03T17:59:42.000Z,1003.968,,
2021-09-03T18:09:42.000Z,1003.992,,
2021-09-03T18:19:42.000Z,1004.124,,
2021-09-03T18:29:42.000Z,1004.209,,
2021-09-03T18:39:42.000Z,1004.387,,
2021-09-03T18:49:42.000Z,1004.471,,
2021-09-03T18:59:42.000Z,1004.559,,
2021-09-03T19:09:42.000Z,1004.688,,
2021-09-03T19:19:42.000Z,1004.819,,
2021-09-03T19:29:42.000Z,1004.827,,
2021-09-03T19:39:42.000Z,1004.849,,
2021-09-03T19:49:42.000Z,1004.933,,
2021-09-03T19:59:42.000Z,1004.926,,
2021-09-03T20:09:42.000Z,1004.945,,
2021-09-03T20:19:42.000Z,1004.931,,
2021-09-03T20:29:42.000Z,1004.988,,
2021-09-03T20:39:42.000Z,1004.94,,
2021-09-03T20:49:42.000Z,1005.012,,
2021-09-03T20:59:42.000Z,1005.18,,
2021-09-03T21:09:42.000Z,1005.21,,
2021-09-03T21:19:42.000Z,1005.225,,
2021-09-03T21:29:42.000Z,1005.155,,
2021-09-03T21:39:42.000Z,1005.117,,
2021-09-03T21:49:42.000Z,1005.101,,
2021-09-03T21:59:42.000Z,1005.031,,
2021-09-03T22:09:42.000Z,1004.997,,
2021-09-03T22:19:42.000Z,1005.131,,
2021-09-03T22:29:42.000Z,1005.127,,
2021-09-03T22:39:42.000Z,1005.008,,
2021-09-03T22:49:42.000Z,1004.906,,
2021-09-03T22:59:42.000Z,1004.953,,
2021-09-03T23:09:42.000Z,1004.93,,
2021-09-03T23:19:42.000Z,1004.922,,
2021-09-03T23:29:42.000Z,1004.911,,
2021-09-03T23:39:42.000Z,1004.784,,
2021-09-03T23:49:42.000Z,1004.843,,
2021-09-03T23:59:42.000Z,1004.833,,
2021-09-04T00:09:42.000Z,1004.73,,
2021-09-04T00:19:42.000Z,1004.721,,
2021-09-04T00:29:42.000Z,1004.749,,
2021-09-04T00:39:42.000Z,1004.67,,
2021-09-04T00:49:42.000Z,1004.569,,
2021-09-04T00:59:42.000Z,1004.616,,
2021-09-04T01:09:42.000Z,1004.582,,
2021-09-04T01:19:42.000Z,1004.684,,
2021-09-04T01:29:42.000Z,1004.622,,
2021-09-04T01:39:42.000Z,1004.617,,
2021-09-04T01:49:42.000Z,1004.578,,
2021-09-04T01:59:42.000Z,1004.59,,
2021-09-04T02:09:42.000Z,1004.499,,
2021-09-04T02:19:42.000Z,1004.527,,
2021-09-04T02:29:42.000Z,1004.527,,
2021-09-04T02:39:42.000Z,1004.464,,
2021-09-04T02:49:42.000Z,1004.54,,
2021-09-04T02:59:42.000Z,1004.575,,
2021-09-04T03:09:42.000Z,1004.582,,
2021-09-04T03:19:42.000Z,1004.515,,
2021-09-04T03:29:42.000Z,1004.502,,
2021-09-04T03:39:42.000Z,1004.563,,
2021-09-04T03:49:42.000Z,1004.505,,
2021-09-04T03:59:42.000Z,1004.479,,
2021-09-04T04:09:42.000Z,1004.396,,
2021-09-04T04:19:42.000Z,1004.341,,
2021-09-04T04:29:42.000Z,1004.371,,
2021-09-04T04:39:42.000Z,1004.352,,
2021-09-04T04:49:42.000Z,1004.382,,
2021-09-04T04:59:42.000Z,1004.48,,
2021-09-04T05:09:42.000Z,1004.508,,
2021-09-04T05:19:42.000Z,1004.535,,
2021-09-04T05:29:42.000Z,1004.664,,
2021-09-04T05:39:42.000Z,1004.589,,
2021-09-04T05:49:42.000Z,1004.551,,
2021-09-04T05:59:42.000Z,1004.557,,
2021-09-04T06:09:42.000Z,1004.567,,
2021-09-04T06:19:42.000Z,1004.713,,
2021-09-04T06:29:42.000Z,1004.714,,
2021-09-04T06:39:42.000Z,1004.755,,
2021-09-04T06:49:42.000Z,1004.774,,
2021-09-04T06:59:42.000Z,1004.749,,
2021-09-04T07:09:42.000Z,1004.7,,
2021-09-04T07:19:42.000Z,1004.61,,
2021-09-04T07:29:42.000Z,1004.64,,
2021-09-04T07:39:42.000Z,1004.746,,
2021-09-04T07:49:42.000Z,1004.737,,
2021-09-04T07:59:42.000Z,1004.787,,
2021-09-04T08:09:42.000Z,1004.818,,
2021-09-04T08:19:42.000Z,1004.808,,
2021-09-04T08:29:42.000Z,1004.809,,
2021-09-04T08:39:42.000Z,1004.923,,
2021-09-04T08:49:42.000Z,1004.994,,
2021-09-04T08:59:42.000Z,1005.077,,
2021-09-04T09:09:42.000Z,1005.132,,
2021-09-04T09:19:42.000Z,1005.168,,
2021-09-04T09:29:42.000Z,1005.183,,
2021-09-04T09:39:42.000Z,1005.208,,
2021-09-04T09:49:42.000Z,1005.143,,
2021-09-04T09:59:42.000Z,1005.093,,
2021-09-04T10:09:42.000Z,1005.017,,
2021-09-04T10:19:42.000Z,1005.07,,
2021-09-04T10:29:42.000Z,1005.07,,
2021-09-04T10:39:42.000Z,1004.977,,
2021-09-04T10:49:42.000Z,1004.933,,
2021-09-04T10:59:42.000Z,1004.973,,
2021-09-04T11:09:42.000Z,1004.933,,
2021-09-04T11:19:42.000Z,1004.857,,
2021-09-04T11:29:42.000Z,1004.659,,
2021-09-04T11:39:42.000Z,1004.642,,
2021-09-04T11:49:42.000Z,1004.482,,
2021-09-04T11:59:42.000Z,1004.462,,
2021-09-04T12:09:42.000Z,1004.404,,
2021-09-04T12:19:42.000Z,1004.303,,
2021-09-04T12:29:42.000Z,1004.215,,
2021-09-04T12:39:42.000Z,1004.137,,
2021-09-04T12:49:42.000Z,1004.27,,
2021-09-04T12:59:42.000Z,1004.187,,
2021-09-04T13:09:42.000Z,1004.11,,
2021-09-04T13:19:42.000Z,1004.102,,
2021-09-04T13:29:42.000Z,1004.045,,
2021-09-04T13:39:42.000Z,1003.974,,
2021-09-04T13:49:42.000Z,1003.923,,
2021-09-04T13:59:42.000Z,1003.824,,
2021-09-04T14:09:42.000Z,1003.767,,
2021-09-04T14:19:42.000Z,1003.761,,
2021-09-04T14:29:42.000Z,1003.715,,
2021-09-04T14:39:42.000Z,1003.605,,
2021-09-04T14:49:42.000Z,1003.535,,
2021-09-04T14:59:42.000Z,1003.466,,
2021-09-04T15:09:42.000Z,1003.431,,
2021-09-04T15:19:42.000Z,1003.384,,
2021-09-04T15:29:42.000Z,1003.411,,
2021-09-04T15:39:42.000Z,1003.32,,
2021-09-04T15:49:42.000Z,1003.324,,
2021-09-04T15:59:42.000Z,1003.21,,
2021-09-04T16:09:42.000Z,1003.229,,
2021-09-04T16:19:42.000Z,1003.241,,
2021-09-04T16:29:42.000Z,1003.189,,
2021-09-04T16:39:42.000Z,1003.228,,
2021-09-04T16:49:42.000Z,1003.253,,
2021-09-04T16:59:42.000Z,1003.375,,
2021-09-04T17:09:42.000Z,1003.344,,
2021-09-04T17:19:42.000Z,1003.458,,
2021-09-04T17:29:42.000Z,1003.547,,
2021-09-04T17:39:42.000Z,1003.774,,
2021-09-04T17:49:42.000Z,1003.799,,
2021-09-04T17:59:42.000Z,1003.938,,
2021-09-04T18:09:42.000Z,1004.046,,
2021-09-04T18:19:42.000Z,1004.144,,
2021-09-04T18:29:42.000Z,1004.19,,
2021-09-04T18:39:42.000Z,1004.299,,
2021-09-04T18:49:42.000Z,1004.399,,
2021-09-04T18:59:42.000Z,1004.56,,
2021-09-04T19:09:42.000Z,1004.614,,
2021-09-04T19:19:42.000Z,1004.751,,
2021-09-04T19:29:42.000Z,1004.796,,
2021-09-04T19:39:42.000Z,1005.01,,
2021-09-04T19:49:42.000Z,1005.007,,
2021-09-04T19:59:42.000Z,1005.192,,
2021-09-04T20:09:42.000Z,1005.156,,
2021-09-04T20:19:42.000Z,1005.246,,
2021-09-04T20:29:42.000Z,1005.336,,
2021-09-04T20:39:42.000Z,1005.363,,
2021-09-04T20:49:42.000Z,1005.311,,
2021-09-04T20:59:42.000Z,1005.355,,
2021-09-04T21:09:42.000Z,1005.368,,
2021-09-04T21:19:42.000Z,1005.435,,
2021-09-04T21:29:42.000Z,1005.657,,
2021-09-04T21:39:42.000Z,1005.813,,
2021-09-04T21:49:42.000Z,1005.851,,
2021-09-04T21:59:42.000Z,1005.954,,
2021-09-04T22:09:42.000Z,1006.138,,
2021-09-04T22:19:42.000Z,1006.095,,
2021-09-04T22:29:42.000Z,1006.242,,
2021-09-04T22:39:42.000Z,1006.19,,
2021-09-04T22:49:42.000Z,1006.075,,
